bibkg_id,wikidata_id,other_wikidata_ids,dblp_id,DBLP publication ID,DBLP venue ID,DBLP event ID,DOI,arXiv ID,ieeeXplore,hdl.handle,d-nb.info,ACM Classification Code,ACM Digital Library citation ID,ACM Digital Library event ID,ethos,ISBN-10,ISBN-13,DBLP author ID,ORCID ID,Google Scholar ID
a_Donald_L__Kreher,Q102143119,,homepages/33/5562,,,,,,,,,,,,,,,33/5562,0000-0002-5031-9410,
a_Vladimir_Drobot,Q102145913,,homepages/38/961,,,,,,,,,,,,,,,38/961,,
a_Tyre_A__Newton,Q102146663,,homepages/27/989,,,,,,,,,,,,,,,27/989,,
a_Joseph_Horowitz,Q102148309,,homepages/01/1793,,,,,,,,,,,,,,,01/1793,,
a_Klaus_Kirsten,Q102154158,,homepages/132/9824,,,,,,,,,,,,,,,132/9824,,
a_George_Kollios,Q102157393,,homepages/k/GeorgeKollios,,,,,,,,,,,,,,,k/GeorgeKollios,,
a_Vassilis_J__Tsotras,Q102157394,,homepages/t/VassilisJTsotras,,,,,,,,,,,,,,,t/VassilisJTsotras,,
a_C__R__Ramakrishnan,Q102157549,,homepages/r/CRRamakrishnan,,,,,,,,,,,,,,,r/CRRamakrishnan,,
a_Julius_S__Bendat,Q102157959,,homepages/133/8057,,,,,,,,,,,,,,,133/8057,,
a_Archie_G__Gibson,Q102162487,,homepages/166/2141,,,,,,,,,,,,,,,166/2141,,
a_Roger_C__Entringer,Q102162503,,homepages/74/5922,,,,,,,,,,,,,,,74/5922,,
a_Jeffrey_J__Morgan,Q102163639,,homepages/92/11005,,,,,,,,,,,,,,,92/11005,,
a_Martin_Krupa,Q102163645,,homepages/16/8536,,,,,,,,,,,,,,,16/8536,,
a_Ronald_Shonkwiler,Q102163828,,homepages/38/565,,,,,,,,,,,,,,,38/565,,
a_James_B__Shearer,Q102164332,,homepages/99/2431,,,,,,,,,,,,,,,99/2431,,
a_Athanasios_E__Tzavaras,Q102166037,,homepages/67/2445,,,,,,,,,,,,,,,67/2445,0000-0002-1896-2270,
a_Stephen_J__Kirkland,Q102167318,,homepages/04/1508,,,,,,,,,,,,,,,04/1508,,
a_Fawzi_Abdelwahid,Q102170951,,homepages/168/8026,,,,,,,,,,,,,,,168/8026,,
a_Reinhard_B_ouml_rger,Q102177957,,homepages/06/6514,,,,,,,,,,,,,,,06/6514,,
a_Paolo_Rapisarda,Q102183546,,homepages/56/5639,,,,,,,,,,,,,,,56/5639,0000-0001-9682-8977,
a_Shui_Feng,Q102192723,,homepages/165/2462,,,,,,,,,,,,,,,165/2462,,
a_Markus_Berndt,Q102193763,,homepages/59/1225,,,,,,,,,,,,,,,59/1225,0000-0001-5360-6848,
a_Tong_Zhang_0001,Q102194680,Q77821266,homepages/07/4227-1,,,,,,,,,,,,,,,07/4227-1,0000-0002-5511-2558,LurWtuYAAAAJ
a_Tong_Zhang_0001,Q77821266,Q102194680,homepages/07/4227-1,,,,,,,,,,,,,,,,,LurWtuYAAAAJ
a_Barbara_Hayes_Roth,Q102194685,,homepages/h/BarbaraHayesRoth,,,,,,,,,,,,,,,h/BarbaraHayesRoth,,
a_Roland_Schinzinger,Q102195777,,homepages/94/2334,,,,,,,,,,,,,,,94/2334,,
a_Francis_T__Boesch,Q102195867,,homepages/04/266,,,,,,,,,,,,,,,04/266,,
a_Taras_I__Lakoba,Q102195916,,homepages/78/7394,,,,,,,,,,,,,,,78/7394,,
