bibkg_id,wikidata_id,other_wikidata_ids,dblp_id,DBLP publication ID,DBLP venue ID,DBLP event ID,DOI,arXiv ID,ieeeXplore,hdl.handle,d-nb.info,ACM Classification Code,ACM Digital Library citation ID,ACM Digital Library event ID,ethos,ISBN-10,ISBN-13,DBLP author ID,ORCID ID,Google Scholar ID
a_James_Noble_0001,Q28421980,,homepages/n/JamesNoble,,,,,,,,,,,,,,,n/JamesNoble,0000-0001-9036-5692,SSUL-D8AAAAJ
a_Laura_Fr_oslash_lich,Q28778132,,homepages/171/7712,,,,,,,,,,,,,,,171/7712,,
a_Takuji_Arai,Q28802077,,homepages/72/9640,,,,,,,,,,,,,,,72/9640,,
a_Joachim_Frank,Q28833112,,homepages/57/9221,,,,,,,,,,,,,,,57/9221,,
a_Gabriel_Aul,Q28843016,,homepages/94/7452,,,,,,,,,,,,,,,94/7452,,
a_Xuemin_Lin_0001,Q28861836,Q62050592,homepages/l/LinXuemin,,,,,,,,,,,,,,,l/LinXuemin,,j6rglkYAAAAJ
a_Xuemin_Lin_0001,Q62050592,Q28861836,homepages/l/LinXuemin,,,,,,,,,,,,,,,,0000-0003-2396-7225,j6rglkYAAAAJ
a_Detlev_Marpe,Q29254605,,homepages/34/499,,,,,,,,,,,,,,,34/499,0000-0002-5391-3247,lDdQGQcAAAAJ
a_Johan_A__K__Suykens,Q29259269,,homepages/61/3224,,,,,,,,,,,,,,,61/3224,0000-0002-8846-6352,
a_Dan_Keun_Sung,Q29259275,,homepages/65/3004,,,,,,,,,,,,,,,65/3004,,
a_Kiyoharu_Aizawa,Q29265251,,homepages/71/5426,,,,,,,,,,,,,,,,,CJRhhi0AAAAJ
a_Robert_H__Deng,Q29267352,,homepages/d/RobertHDeng,,,,,,,,,,,,,,,d/RobertHDeng,,
a_Gerhard_P__Hancke_0001,Q29340430,Q61137409,homepages/44/2703,,,,,,,,,,,,,,,,,oH2UBSIAAAAJ
a_Gerhard_P__Hancke_0001,Q61137409,Q29340430,homepages/44/2703,,,,,,,,,,,,,,,44/2703,0000-0002-4026-687X,oH2UBSIAAAAJ
a_Anthony_Grbic,Q29340432,Q92568875,homepages/119/0594,,,,,,,,,,,,,,,119/0594,,
a_Anthony_Grbic,Q92568875,Q29340432,homepages/119/0594,,,,,,,,,,,,,,,,0000-0002-3461-1083,
a_Dinei_A__F__Flor_ecirc_ncio,Q29340447,,homepages/31/926,,,,,,,,,,,,,,,31/926,,
a_Jan_Craninckx,Q29347966,,homepages/48/1897,,,,,,,,,,,,,,,48/1897,,
a_George_K__Karagiannidis,Q29357193,,homepages/13/5195,,,,,,,,,,,,,,,13/5195,,
a_Marios_C__Papaefthymiou,Q29358461,,homepages/73/197,,,,,,,,,,,,,,,73/197,,
a_Eugenia_Malinnikova,Q29368495,,homepages/176/3115,,,,,,,,,,,,,,,176/3115,,
a_Marco_Liserre,Q29387327,,homepages/49/19,,,,,,,,,,,,,,,49/19,,
a_Hong_Yuan_Mark_Liao,Q29387347,,homepages/05/2757,,,,,,,,,,,,,,,05/2757,,
a_Erchin_Serpedin,Q29387535,Q86615150,homepages/22/4717,,,,,,,,,,,,,,,22/4717,,
a_Erchin_Serpedin,Q86615150,Q29387535,homepages/22/4717,,,,,,,,,,,,,,,,0000-0001-9069-770X,
a_Ewert_Bengtsson,Q29452838,,homepages/b/EwertBengtsson,,,,,,,,,,,,,,,b/EwertBengtsson,0000-0002-1636-3469,
a_J_oslash_rgen_Arendt_Jensen,Q29455525,,homepages/15/4252,,,,,,,,,,,,,,,15/4252,0000-0002-7896-3136,
a_Remus_Teodorescu,Q29472947,,homepages/84/10630,,,,,,,,,,,,,,,84/10630,0000-0002-2617-7168,
a_Joaquin_Qui_ntilde_onero_Candela,Q29509405,,homepages/30/2370,,,,,,,,,,,,,,,,,33ynLk8AAAAJ
a_Monica_Billio,Q29570546,,homepages/31/1444,,,,,,,,,,,,,,,31/1444,0000-0002-6690-0832,vsHBbg8AAAAJ
a_Irene_Tracey,Q29644128,,homepages/95/2763,,,,,,,,,,,,,,,95/2763,,
a_F__Javier_Zarazaga_Soria,Q29999269,,homepages/z/FJavierZarazagaSoria,,,,,,,,,,,,,,,z/FJavierZarazagaSoria,0000-0002-6557-2494,ARyGRrAAAAAJ
a_Gabriele_Camera,Q30072378,,homepages/03/11290,,,,,,,,,,,,,,,03/11290,0000-0001-5548-2033,
a_Richard_J__Harris_0004,Q30072958,,homepages/19/1119-4,,,,,,,,,,,,,,,,,3_zsM6YAAAAJ
a_Mich_Tvede,Q30085069,,homepages/28/6296,,,,,,,,,,,,,,,28/6296,0000-0003-0566-7026,
a_Qiang_Ji,Q30122218,,homepages/42/3586,,,,,,,,,,,,,,,42/3586,,
a_Ronald_A__Rohrer,Q30133846,,homepages/56/5001,,,,,,,,,,,,,,,56/5001,,
a_William_E__Klunk,Q30223705,,homepages/31/11391,,,,,,,,,,,,,,,31/11391,,
a_Nadia_Bianchi_Berthouze,Q30525364,,homepages/b/NadiaBianchiBerthouze,,,,,,,,,,,,,,,b/NadiaBianchiBerthouze,0000-0001-8921-0044,
a_Peter_B_uuml_hlmann,Q30544174,,homepages/78/4353,,,,,,,,,,,,,,,78/4353,0000-0002-1782-6015,3r-fWJwAAAAJ
a_Tulio_de_Oliveira,Q30650397,,homepages/39/717,,,,,,,,,,,,,,,39/717,,
a_Amir_Hussain,Q30668294,Q58410860,homepages/03/6772,,,,,,,,,,,,,,,03/6772,,
a_Amir_Hussain,Q58410860,Q30668294,homepages/03/6772,,,,,,,,,,,,,,,,0000-0002-8080-082X,
a_Ekram_Hossain,Q31724591,,homepages/45/1224,,,,,,,,,,,,,,,45/1224,0000-0002-5932-6887,Lb617EMAAAAJ
a_Jean_Luc_Dugelay,Q33234524,,homepages/96/6429,,,,,,,,,,,,,,,96/6429,0000-0003-3151-4330,VGK3IyUAAAAJ
a_Junwen_Wang,Q35705135,,homepages/29/5437,,,,,,,,,,,,,,,29/5437,,
a_Pablo_Balenzuela,Q37373803,,homepages/64/8095,,,,,,,,,,,,,,,64/8095,,
a_Francesco_Piccione,Q37380384,,homepages/53/3574,,,,,,,,,,,,,,,53/3574,,
a_Klaus_Gramann,Q37618084,,homepages/73/5109,,,,,,,,,,,,,,,73/5109,,
a_Hans_J_uuml_rgen_Hoehnke,Q37733824,,homepages/26/1165,,,,,,,,,,,,,,,26/1165,,
a_Sina_Farsiu,Q37829101,,homepages/34/2309,,,,,,,,,,,,,,,34/2309,,
a_Nuno_J__Sousa,Q37830668,,homepages/157/3477,,,,,,,,,,,,,,,157/3477,,
a_Philippe_Ryvlin,Q37830966,,homepages/116/8915,,,,,,,,,,,,,,,116/8915,,
a_Franco_Cacialli,Q37835092,,homepages/152/9605,,,,,,,,,,,,,,,152/9605,,
a_Mark_A__J__Chaplain,Q38304587,,homepages/89/4008,,,,,,,,,,,,,,,89/4008,,
a_Thomas_Loerting,Q38640334,,homepages/31/3332,,,,,,,,,,,,,,,31/3332,,
a_Sergiu_Nedevschi,Q39885956,Q63148506,homepages/97/1578,,,,,,,,,,,,,,,97/1578,,C3HyE0QAAAAJ
a_Sergiu_Nedevschi,Q63148506,Q39885956,homepages/97/1578,,,,,,,,,,,,,,,,0000-0003-2018-4647,C3HyE0QAAAAJ
a_James_D__Englehardt,Q40118141,,homepages/164/4432,,,,,,,,,,,,,,,164/4432,,
a_Vivian_C__McAlister,Q40170869,,homepages/156/1560,,,,,,,,,,,,,,,156/1560,,
a_Luigi_Bertolotti,Q40372549,,homepages/49/7968,,,,,,,,,,,,,,,49/7968,,
a_Catarina_S__Nunes,Q40406394,,homepages/81/3938,,,,,,,,,,,,,,,81/3938,,
a_Emilio_Ferrara,Q40463077,,homepages/38/8773,,,,,,,,,,,,,,,38/8773,,
a_Arno_Onken,Q41045983,,homepages/15/2035,,,,,,,,,,,,,,,15/2035,,
a_Nachum_Ulanovsky,Q41046991,,homepages/60/4645,,,,,,,,,,,,,,,60/4645,,
a_Kresten_Lindorff_Larsen,Q41047229,,homepages/82/7551,,,,,,,,,,,,,,,82/7551,,
a_Michael_T__Zimmermann,Q41049535,,homepages/46/9287,,,,,,,,,,,,,,,46/9287,,
a_Alexey_Zaikin,Q41050034,,homepages/43/11010,,,,,,,,,,,,,,,43/11010,,
a_Jonathan_B__Chaires,Q41509784,,homepages/140/9793,,,,,,,,,,,,,,,140/9793,,
a_Pietro_Cicuta,Q41600942,,homepages/07/9132,,,,,,,,,,,,,,,07/9132,,
a_Elizabeth_R__Unger,Q41636563,,homepages/126/6294,,,,,,,,,,,,,,,126/6294,,
a_Valerie_H__Taylor,Q41653691,,homepages/200/5102,,,,,,,,,,,,,,,200/5102,,
a_Mohammad_Iranmanesh,Q41695523,,homepages/149/0367,,,,,,,,,,,,,,,149/0367,0000-0001-6964-6238,
a_Snehashis_Roy,Q41773784,,homepages/70/3862,,,,,,,,,,,,,,,70/3862,,
a_Stephen_Kwok_Wing_Tsui,Q41785013,,homepages/68/8230,,,,,,,,,,,,,,,68/8230,,
a_Avi_Goldfarb,Q41800211,,homepages/66/2283,,,,,,,,,,,,,,,66/2283,0000-0002-8919-5814,
a_Nick_Feltovich,Q41804164,,homepages/99/8009,,,,,,,,,,,,,,,99/8009,,W-0s-3kAAAAJ
a_Jesse_L__Silverberg,Q42291890,,homepages/126/5118,,,,,,,,,,,,,,,126/5118,,
a_Samuel_Gershman,Q42293282,,homepages/44/10432,,,,,,,,,,,,,,,44/10432,,
a_Markus_A__Schmidt,Q42319327,,homepages/216/1055,,,,,,,,,,,,,,,216/1055,,
a_Charles_Addo_Quaye,Q42323439,,homepages/50/4083,,,,,,,,,,,,,,,50/4083,,
a_Pedro_Romero_Aroca,Q42361490,,homepages/185/4884,,,,,,,,,,,,,,,185/4884,0000-0002-7061-8987,
a_Ondrej_Krejcar,Q42423581,,homepages/25/1916,,,,,,,,,,,,,,,25/1916,,
a_Alan_Wee_Chung_Liew,Q42710639,,homepages/76/2013,,,,,,,,,,,,,,,76/2013,,
a_Fernando_Reyes_0002,Q42713824,,homepages/97/3025-2,,,,,,,,,,,,,,,97/3025-2,0000-0003-1607-5106,
a_Elisabeth_M__Bik,Q42775804,,homepages/243/5971,,,,,,,,,,,,,,,243/5971,,
a_Yajing_Shen,Q42798071,,homepages/81/7327,,,,,,,,,,,,,,,81/7327,,
a_Vladimir_Vacic,Q42850794,,homepages/23/342,,,,,,,,,,,,,,,23/342,,
a_Chu_Zhang_0001,Q42860278,,homepages/52/3978-1,,,,,,,,,,,,,,,52/3978-1,0000-0001-6760-3154,
a_Giuseppe_Di_Pellegrino,Q42879281,,homepages/76/4554,,,,,,,,,,,,,,,76/4554,,
a_Prince_M__Anandarajah,Q43072850,,homepages/16/8079,,,,,,,,,,,,,,,16/8079,,
a_C_eacute_dric_Buron,Q43185414,,homepages/148/1808,,,,,,,,,,,,,,,148/1808,,
a_Al_iacute_rio_Rodrigues,Q43325398,,homepages/77/7154,,,,,,,,,,,,,,,77/7154,,
a_Annette_McGrath,Q43370968,,homepages/135/5825,,,,,,,,,,,,,,,135/5825,,
a_Huiyong_Sun,Q43371037,,homepages/141/3455,,,,,,,,,,,,,,,141/3455,,
a_Piotr_Winkielman,Q43441039,,homepages/68/7213,,,,,,,,,,,,,,,68/7213,,
a_Javier_Ramos_0001,Q43487099,,homepages/28/2876-1,,,,,,,,,,,,,,,28/2876-1,0000-0003-0821-9181,
a_Dimitrios_A__Adamos,Q45353869,,homepages/01/4925,,,,,,,,,,,,,,,01/4925,,
a_Marko_Lampe,Q45357005,,homepages/44/4774,,,,,,,,,,,,,,,44/4774,,
a_Thomas_Hobiger,Q45896976,,homepages/16/9931,,,,,,,,,,,,,,,16/9931,,
a_Nejra_Van_Zalk,Q46010067,,homepages/280/7331,,,,,,,,,,,,,,,280/7331,,
a_Richard_W__Vuduc,Q46351047,,homepages/v/RVuduc,,,,,,,,,,,,,,,v/RVuduc,,
a_M__Azizur_Rahman,Q46904457,,homepages/17/3132,,,,,,,,,,,,,,,17/3132,,
a_John_Tromp,Q47004014,,homepages/46/86,,,,,,,,,,,,,,,46/86,,
a_Evangelos_E__Milios,Q47086642,,homepages/m/EvangelosEMilios,,,,,,,,,,,,,,,m/EvangelosEMilios,0000-0001-5549-4675,ME8aQywAAAAJ
a_Typhaine_Paysan_Lafosse,Q47100405,,homepages/157/4335,,,,,,,,,,,,,,,157/4335,0000-0001-5663-0894,
a_Sergey_I__Bozhevolnyi,Q47212982,,homepages/49/10357,,,,,,,,,,,,,,,49/10357,,
a_Enrico_Guarnera,Q47309362,,homepages/178/1193,,,,,,,,,,,,,,,178/1193,0000-0002-6780-3313,
a_Richard_L__Tweedie,Q47362349,,homepages/178/1316,,,,,,,,,,,,,,,178/1316,,
a_Pedro_Sousa_0003,Q47367984,,homepages/52/30-3,,,,,,,,,,,,,,,52/30-3,0000-0002-6313-532X,
a_C__George_Priya_Doss,Q47373967,,homepages/43/5964,,,,,,,,,,,,,,,43/5964,,
a_Claudio_Roberto_Gaz,Q47378954,,homepages/143/5859,,,,,,,,,,,,,,,143/5859,,
a_Nadezhda_T__Doncheva,Q47450755,,homepages/130/1082,,,,,,,,,,,,,,,130/1082,,
a_Jonathan_M__Mudge,Q47451217,,homepages/141/5186,,,,,,,,,,,,,,,141/5186,,
a_Felix_Creutzig,Q47456552,,homepages/33/68,,,,,,,,,,,,,,,33/68,,
a_Antonin_Delpeuch,Q47472131,,homepages/144/7404,,,,,,,,,,,,,,,144/7404,,
a_Maamar_Bettayeb,Q47499729,,homepages/67/7108,,,,,,,,,,,,,,,67/7108,0000-0002-7160-6443,
a_Laura_M__Cubillana_Aguilera,Q47503756,,homepages/189/5624,,,,,,,,,,,,,,,189/5624,,
a_Merry_Lindsey,Q47610305,,homepages/121/2721,,,,,,,,,,,,,,,121/2721,,
a_Oliver_Aberth,Q47625773,,homepages/43/5010,,,,,,,,,,,,,,,43/5010,,
a_Fidel_Alfaro_Almagro,Q47702971,,homepages/211/3463,,,,,,,,,,,,,,,211/3463,,
a_Marko_Boben,Q48071724,,homepages/71/6912,,,,,,,,,,,,,,,71/6912,,
a_Virginie_Callot,Q48092777,,homepages/165/4497,,,,,,,,,,,,,,,165/4497,,
a_Haralampos_N__Miras,Q48166655,,homepages/281/5236,,,,,,,,,,,,,,,281/5236,,
a_Tao_Wen_0006,Q48168978,,homepages/21/4506-6,,,,,,,,,,,,,,,21/4506-6,,
a_James_A__Henderson,Q48356151,,homepages/150/2859,,,,,,,,,,,,,,,150/2859,,
a_Hasan_H__Otu,Q48611090,,homepages/40/156,,,,,,,,,,,,,,,40/156,,
a_Scott_R__Klemmer,Q48996550,,homepages/97/4414,,,,,,,,,,,,,,,97/4414,,
a_Johanni_Brea,Q49265015,,homepages/64/11107,,,,,,,,,,,,,,,64/11107,,
a_Giorgio_Russo,Q50243001,,homepages/133/8947,,,,,,,,,,,,,,,133/8947,0000-0003-1493-1087,
a_Juan_Juli_aacute_n_Merelo_Guerv_oacute_s,Q50378769,,homepages/m/JJMereloGuervos,,,,,,,,,,,,,,,m/JJMereloGuervos,,gFxqc64AAAAJ
a_V_iacute_ctor_Manuel_Rivas_Santos,Q50379857,Q62058239,homepages/69/344,,,,,,,,,,,,,,,69/344,,
a_V_iacute_ctor_Manuel_Rivas_Santos,Q62058239,Q50379857,homepages/69/344,,,,,,,,,,,,,,,,0000-0002-0681-7172,
a_Miguel_C__Soriano,Q50531800,,homepages/85/8395,,,,,,,,,,,,,,,85/8395,,
a_Rami_N__Khushaba,Q50541588,,homepages/89/3264,,,,,,,,,,,,,,,89/3264,0000-0001-8528-8979,
a_Natsue_Yoshimura,Q50670926,,homepages/09/8729,,,,,,,,,,,,,,,09/8729,,
a_Kathy_L_uuml_dge,Q50923671,,homepages/121/9608,,,,,,,,,,,,,,,121/9608,,
a_Toru_Tamaki,Q50982926,,homepages/37/2899,,,,,,,,,,,,,,,37/2899,,
a_Jos_eacute__L__L_oacute_pez,Q51024071,,homepages/16/5510,,,,,,,,,,,,,,,16/5510,,
a_Thorsten_Koch,Q51080176,,homepages/06/5896,,,,,,,,,,,,,,,06/5896,,
a_Joan_Bagaria,Q51101699,,homepages/71/4966,,,,,,,,,,,,,,,71/4966,,
a_Frank_Thomas_Piller,Q51337435,,homepages/24/2901,,,,,,,,,,,,,,,24/2901,,
a_Bill_Corcoran,Q51554243,,homepages/185/0769,,,,,,,,,,,,,,,185/0769,,
a_Marco_Paleari,Q51573280,,homepages/45/5416,,,,,,,,,,,,,,,45/5416,,
a_Josmel_Pacheco_Mendoza,Q51655752,,homepages/187/2809,,,,,,,,,,,,,,,187/2809,,
a_Gloria_Mark,Q51754621,,homepages/17/1744,,,,,,,,,,,,,,,,,aoZCW38AAAAJ
a_Victoria_Eugenia_Cachorro,Q51943852,,homepages/206/8514,,,,,,,,,,,,,,,206/8514,,
a_Serik_Sagitov,Q52008545,,homepages/178/7529,,,,,,,,,,,,,,,178/7529,,
a_Simon_M__Lucas,Q52515556,,homepages/50/4174,,,,,,,,,,,,,,,50/4174,0000-0002-3180-7451,Jz8DDVAAAAAJ
a_Karen_Avila,Q52566147,,homepages/206/5961,,,,,,,,,,,,,,,206/5961,,
a_Vito_Errico,Q52605769,,homepages/184/1916,,,,,,,,,,,,,,,184/1916,,
a_Filippo_Ubertini,Q52664537,,homepages/198/0103,,,,,,,,,,,,,,,198/0103,,
a_Eue_Keun_Choi,Q52990877,,homepages/228/9970,,,,,,,,,,,,,,,228/9970,,
a_Phillip_E__Gander,Q53060043,,homepages/216/9212,,,,,,,,,,,,,,,216/9212,,
a_David_Cheneler,Q53547935,,homepages/188/6648,,,,,,,,,,,,,,,188/6648,0000-0003-1353-0329,
a_G_eacute_za_T_oacute_th_0003,Q53828748,,homepages/38/1635-3,,,,,,,,,,,,,,,38/1635-3,,
a_Gregory_Pasternack,Q54087388,,homepages/22/6384,,,,,,,,,,,,,,,22/6384,,
a_Stephan_Preibisch,Q54438139,,homepages/15/6166,,,,,,,,,,,,,,,15/6166,,
a_Endre_Barta,Q54544001,,homepages/40/5251,,,,,,,,,,,,,,,40/5251,0000-0002-6753-0714,
a_St_eacute_fan_Jacques_Darmoni,Q54878100,,homepages/00/4065,,,,,,,,,,,,,,,00/4065,,
a_James_W__P__Hirschfeld,Q55006762,,homepages/h/JWPHirschfeld,,,,,,,,,,,,,,,h/JWPHirschfeld,0000-0003-2635-9268,
a_Ra_uacute_l_Tempone,Q55200248,,homepages/46/9298,,,,,,,,,,,,,,,46/9298,0000-0003-1967-4446,
a_Niki_Evelpidou,Q55231226,,homepages/234/1745,,,,,,,,,,,,,,,234/1745,,
a_Lieven_De_Marez,Q55232597,,homepages/47/806,,,,,,,,,,,,,,,47/806,0000-0001-7716-4079,
a_Denis_Constales,Q55233505,,homepages/07/694,,,,,,,,,,,,,,,07/694,0000-0002-6826-6185,
a_Geert_Poels,Q55233577,,homepages/72/6796,,,,,,,,,,,,,,,72/6796,0000-0001-9247-6150,
a_Francesco_Garzotto,Q55381276,,homepages/217/6689,,,,,,,,,,,,,,,217/6689,,
a_Shichang_Kang,Q55404660,,homepages/66/7845,,,,,,,,,,,,,,,66/7845,,
a_Bo_Wang_0067,Q55416037,,homepages/72/6811-67,,,,,,,,,,,,,,,72/6811-67,,
a_Narsis_A__Kiani,Q55476914,,homepages/116/4558,,,,,,,,,,,,,,,116/4558,,
a_Robert_Laurini,Q55622201,,homepages/l/RobertLaurini,,,,,,,,,,,,,,,l/RobertLaurini,0000-0003-0426-4030,79jQ3T4AAAAJ
a_Ashu_Marasinghe,Q55800558,,homepages/30/343,,,,,,,,,,,,,,,30/343,,
a_Abderrahmen_Trichili,Q55807430,,homepages/225/4788,,,,,,,,,,,,,,,225/4788,,
a_Elisabeth_Lex,Q56071510,,homepages/88/6931,,,,,,,,,,,,,,,88/6931,,
a_Thomas_P__Karnowski,Q56224351,,homepages/11/2097,,,,,,,,,,,,,,,11/2097,,
a_Anne_E__Kwitek,Q56233589,,homepages/98/472,,,,,,,,,,,,,,,98/472,0000-0003-1024-4116,
a_Remedios_Melero,Q56242370,,homepages/128/8219,,,,,,,,,,,,,,,128/8219,,
a_Manuel_Prieto_0003,Q56346100,,homepages/181/2663-3,,,,,,,,,,,,,,,,0000-0003-3050-3445,
a_David_Novillo_Ortiz,Q56379341,,homepages/194/8389,,,,,,,,,,,,,,,194/8389,,
a_May_O__Lwin,Q56410915,,homepages/84/9112,,,,,,,,,,,,,,,84/9112,,
a_Davide_Rocchesso,Q56430200,,homepages/89/3650,,,,,,,,,,,,,,,89/3650,,
a_Kainam_Thomas_Wong,Q56436490,,homepages/40/1651,,,,,,,,,,,,,,,40/1651,,
a_Catherine_Linard,Q56447662,,homepages/170/9810,,,,,,,,,,,,,,,170/9810,,
a_Flurin_Babst,Q56452168,,homepages/181/2508,,,,,,,,,,,,,,,,,PMXCtZMAAAAJ
a_David_Campos,Q56509186,,homepages/00/7872,,,,,,,,,,,,,,,00/7872,,
a_Cali_E__Willet,Q56515267,,homepages/133/2727,,,,,,,,,,,,,,,133/2727,0000-0001-8449-1502,
a_Rakesh_Kumar_Jha,Q56529721,,homepages/38/9945,,,,,,,,,,,,,,,38/9945,,
a_Samuel_Soubeyrand,Q56598958,,homepages/51/1034,,,,,,,,,,,,,,,51/1034,,
a_Nike_Sun,Q56678448,,homepages/14/10358,,,,,,,,,,,,,,,14/10358,,
a_Kais_Allab,Q56737060,,homepages/06/9988,,,,,,,,,,,,,,,06/9988,,
a_Mariano_Bresciani,Q56755553,,homepages/05/8962,,,,,,,,,,,,,,,05/8962,,
a_Cornelia_B__Landersdorfer,Q56769943,,homepages/44/10998,,,,,,,,,,,,,,,44/10998,,
a_Zhongkui_Luo,Q56801646,,homepages/156/3345,,,,,,,,,,,,,,,156/3345,,xkmEqiUAAAAJ
a_Karel_Sedl_aacute_r,Q56888502,,homepages/174/0315,,,,,,,,,,,,,,,174/0315,,
a_Jo_atilde_o_Greg_oacute_rio,Q56925156,,homepages/135/8598,,,,,,,,,,,,,,,135/8598,,
a_Karen_Rose,Q56929433,,homepages/44/9511,,,,,,,,,,,,,,,44/9511,,
a_Shankar_P__Bhattacharyya,Q56952603,,homepages/71/633,,,,,,,,,,,,,,,71/633,,
a_G_eacute_raldine_Rauch,Q56958932,,homepages/155/1246,,,,,,,,,,,,,,,155/1246,,
a_Markus_Schuelke,Q56960014,,homepages/23/7243,,,,,,,,,,,,,,,23/7243,0000-0003-2824-3891,
a_Dustin_M__Schroeder,Q56964152,,homepages/152/6308,,,,,,,,,,,,,,,152/6308,,
a_Claudine_J__C__Lamoth,Q57017175,,homepages/200/4748,,,,,,,,,,,,,,,200/4748,,
a_Jiabei_Zeng,Q57019022,,homepages/128/1501,,,,,,,,,,,,,,,128/1501,,
a_Constance_J__Jeffery,Q57027522,,homepages/157/4216,,,,,,,,,,,,,,,157/4216,,
a_Yasuhiro_Akiyama,Q57048306,,homepages/121/4165,,,,,,,,,,,,,,,121/4165,,
a_Benjamin_G__Janesko,Q57051573,,homepages/183/0536,,,,,,,,,,,,,,,183/0536,,
a_Carmen_Camara,Q57056052,,homepages/157/4619,,,,,,,,,,,,,,,157/4619,,
a_Fedor_A__Kolpakov,Q57056216,,homepages/05/3510,,,,,,,,,,,,,,,05/3510,,
a_Dominik_Seelow,Q57081949,,homepages/71/2624,,,,,,,,,,,,,,,71/2624,0000-0002-9746-4412,
a_M__Montes_Bajo,Q57164107,,homepages/160/6848,,,,,,,,,,,,,,,160/6848,,
a_Valerio_Lucarini,Q57165690,,homepages/56/5149,,,,,,,,,,,,,,,56/5149,,
a_Darjan_Karabasevic,Q57166227,,homepages/179/2005,,,,,,,,,,,,,,,179/2005,,
a_Alexandre_Borrel,Q57194005,,homepages/79/11263,,,,,,,,,,,,,,,79/11263,0000-0001-6499-4540,
a_Edward_J__Oughton,Q57198773,,homepages/234/4926,,,,,,,,,,,,,,,234/4926,,
a_Renzo_Angles,Q57235655,,homepages/36/2474,,,,,,,,,,,,,,,36/2474,,
a_Francesc_X__Prenafeta_Boldu,Q57243137,,homepages/195/0260,,,,,,,,,,,,,,,,,Vg55oSUAAAAJ
a_Helen_Novak_Lauscher,Q57262961,,homepages/35/9674,,,,,,,,,,,,,,,35/9674,,
a_Giulia_Di_Nunno,Q57292982,,homepages/130/6525,,,,,,,,,,,,,,,130/6525,,
a_Enrico_Daga,Q57303179,,homepages/74/4980,,,,,,,,,,,,,,,74/4980,,
a_Massimiliano_Fasi,Q57306923,,homepages/165/2581,,,,,,,,,,,,,,,165/2581,,
a_Farzan_Baradaran_Rahimi,Q57410993,,homepages/275/6466,,,,,,,,,,,,,,,275/6466,,
a_Heather_Soyka,Q57412209,,homepages/133/1724,,,,,,,,,,,,,,,133/1724,,
a_Gilberto_C__Gonz_aacute_lez_Parra,Q57412650,,homepages/67/7317,,,,,,,,,,,,,,,67/7317,,
a_Ankica_Barisic,Q57413166,,homepages/09/11134,,,,,,,,,,,,,,,09/11134,0000-0001-7513-7907,
a_Sang_Moon_Lee,Q57413453,,homepages/18/1278,,,,,,,,,,,,,,,18/1278,0000-0001-8252-952X,
a_Juliane_Stiller,Q57413634,,homepages/86/8313,,,,,,,,,,,,,,,86/8313,,
a_Jennifer_L__R__Jensen,Q57413778,,homepages/197/2655,,,,,,,,,,,,,,,197/2655,,
a_Alecksey_Anuchin,Q57416188,,homepages/205/1643,,,,,,,,,,,,,,,205/1643,0000-0002-1019-756X,
a_William_F__Godoy,Q57417846,,homepages/81/9747,,,,,,,,,,,,,,,81/9747,,
a_Nima_Jafari_Navimipour,Q57421159,,homepages/48/7665,,,,,,,,,,,,,,,48/7665,,
a_Pierre_Emmanuel_Kirstetter,Q57426185,,homepages/143/0080,,,,,,,,,,,,,,,143/0080,,
a_Mohamed_El_Hadedy,Q57432517,,homepages/03/7947,,,,,,,,,,,,,,,03/7947,,
a_Josep_Suy,Q57439083,,homepages/13/763,,,,,,,,,,,,,,,13/763,,
a_Christian_W__Omlin,Q57445384,,homepages/25/2392,,,,,,,,,,,,,,,25/2392,,
a_Evyatar_Erell,Q57447463,,homepages/259/3503,,,,,,,,,,,,,,,259/3503,,
a_Raghunandan_M__Rao,Q57495321,,homepages/178/9771,,,,,,,,,,,,,,,178/9771,,
a_Jodi_A__Hadden_Perilla,Q57496821,,homepages/277/0652,,,,,,,,,,,,,,,277/0652,,
a_Borisas_Bursteinas,Q57499674,,homepages/82/6499,,,,,,,,,,,,,,,82/6499,,
a_Sang_Bing_Tsai,Q57561517,,homepages/160/2629,,,,,,,,,,,,,,,160/2629,,
a_Tessel_Bogaard,Q57570277,,homepages/181/0902,,,,,,,,,,,,,,,181/0902,,
a_Matas_Sileikis,Q57609192,,homepages/130/9101,,,,,,,,,,,,,,,130/9101,,
a_Uulke_A__van_der_Heide,Q57616721,,homepages/96/5083,,,,,,,,,,,,,,,96/5083,,
a_Floris_Ernst,Q57624085,,homepages/14/2652,,,,,,,,,,,,,,,14/2652,,
a_Bogdan_Babych,Q57625637,,homepages/66/6940,,,,,,,,,,,,,,,66/6940,0000-0003-1872-1677,tCCIynYAAAAJ
a_Keisuke_Yanagisawa,Q57637820,,homepages/210/9417,,,,,,,,,,,,,,,210/9417,,
a_Inmaculada_Riquelme,Q57642365,,homepages/214/8263,,,,,,,,,,,,,,,214/8263,,
a_Ana_Luisa_Trejos,Q57645230,,homepages/83/6940,,,,,,,,,,,,,,,83/6940,0000-0002-3616-2891,
a_Deshendran_Moodley,Q57658335,,homepages/80/311,,,,,,,,,,,,,,,80/311,,
a_Syed_Ahmad_Chan_Bukhari,Q57677568,,homepages/156/1066,,,,,,,,,,,,,,,156/1066,0000-0002-6517-5261,
