bibkg_id,wikidata_id,previous_link,other_wikidata_ids,dblp_id,linked_by_id,linked_by_id_recursion_authors,linked_by_id_recursion_journals,linked_by_id_recursion_publications,linked_by_comparisons,linked_by_comparisons_recursion_authors,linked_by_comparisons_recursion_journals,linked_by_comparisons_recursion_publications
a_Marianna_Marra,Q112624642,,,homepages/95/11154,1,,,,,,,
a_James_Winterbottom,Q112630031,,,homepages/65/10888,1,,,,,,,
a_Stefania_Tomasiello,Q112630523,,,homepages/09/8661,1,,,,,,,
a_Pascal_Berthou,Q112632062,,,homepages/80/5491,1,,,,,,,
a_Youssouf_Drif,Q112632103,,,homepages/258/4877,1,,,,,,,
a_Joel_M__Winett,Q112632884,,,homepages/181/6341,1,,,,,,,
a_Michele_Nasti,Q112660522,,,homepages/120/4176,1,,,,,,,
a_Hairong_Dong,Q112680932,,,homepages/99/5261,1,,,,,,,
a_Giuseppe_Sansonetti,Q112685116,,,homepages/11/6304,1,,,,,,,
a_Antonino_Sgalambro,Q112687959,,,homepages/47/3948,1,,,,,,,
a_Zhongsheng_Hou,Q112721100,,,homepages/36/1628,1,,,,,,,
a_Qunxiong_Zhu,Q112721695,,,homepages/69/2980,1,,,,,,,
a_Don_Provan,Q112798859,,,homepages/208/8770,1,,,,,,,
a_Nick_Hilliard,Q112800927,,,homepages/210/0762,1,,,,,,,
a_Philip_Hoyer,Q112804361,,,homepages/90/3462,1,,,,,,,
a_Joel_Lehman,Q112842934,,,homepages/47/8285,1,,,,,,,
a_Elizabeth_Rodr_iacute_guez,Q112862958,,,homepages/159/0434,1,,,,,,,
a_Ed_Ellesson,Q112863163,,,homepages/209/4487,1,,,,,,,
a_Michael_Groves,Q112863714,,,homepages/72/10953,1,,,,,,,
a_Brian_Lloyd,Q112875416,,,homepages/74/3463,1,,,,,,,
a_Lukas_Heinrich,Q112947072,,,homepages/199/1773,1,,,,,,,
a_Blake_Ramsdell,Q112963377,,,homepages/209/2607,1,,,,,,,
a_Agnieszka_Grabska_Barwinska,Q112978454,,,homepages/139/1296,1,,,,,,,
a_George_Swallow,Q112986798,,,homepages/209/2615,1,,,,,,,
a_Christer_Holmberg,Q112991533,,,homepages/209/9157,1,,,,,,,
a_Renato_Ferreira_0001,Q113047996,,,homepages/f/RACFerreira,1,,,,,,,
a_Scott_Rose,Q113087393,,,homepages/13/4027,1,,,,,,,
a_Nathan_R__Holbert,Q113109702,,,homepages/16/10636,1,,,,,,,
a_Rebecca_Jesson,Q113126063,,,homepages/214/3942,1,,,,,,,
a_M__Elie,Q113251132,,,homepages/208/6826,1,,,,,,,
a_Tim_Kraska,Q113252205,,,homepages/26/6037,1,,,,,,,
a_Dan_Kegel,Q113253862,,,homepages/06/2520,1,,,,,,,
a_Jon_Hudson,Q113254006,,,homepages/210/1863,1,,,,,,,
a_Lawrence_Kreeger,Q113254045,,,homepages/210/1186,1,,,,,,,
a_Peggy_M__Karp,Q113292042,,,homepages/177/0630,1,,,,,,,
a_Anand_Avati,Q113332973,,,homepages/177/9122,1,,,,,,,
a_Matth_auml_us_Zloch,Q113450269,,,homepages/133/9068,1,,,,,,,
a_Panayiotis_Tsaparas,Q113453001,,,homepages/65/6838,1,,,,,,,
a_Loris_Bozzato,Q113512530,,,homepages/53/4111,1,,,,,,,
a_Mark_A__Gregory,Q113632053,,,homepages/47/11077,1,,,,,,,
a_Peter_Eckersley,Q113688149,,,homepages/79/417,1,,,,,,,
a_Jacopo_Staiano,Q114001919,,,homepages/94/2681,1,,,,,,,
a_Pouya_Ghiasnezhad_Omran,Q114044348,,,homepages/190/5055,1,,,,,,,
a_Yunxue_Cui,Q114116887,,,homepages/213/7296,1,,,,,,,
a_Lucas_Beyer,Q114134268,,,homepages/126/4720,1,,,,,,,
a_Dirk_Weissenborn,Q114134596,,,homepages/134/9095,1,,,,,,,
a_Xiaohua_Zhai,Q114134928,,,homepages/66/636,1,,,,,,,
a_Sylvain_Gelly,Q114136794,,,homepages/75/5974,1,,,,,,,
a_Jimmy_Johansson,Q114137748,,,homepages/02/575,1,,,,,,,
a_Fred_N__Loney,Q114143720,,,homepages/96/46,1,,,,,,,
a_Anna_Glazkova,Q114321463,,,homepages/229/8527,1,,,,,,,
a_Zheng_Chang_0001,Q114323886,,,homepages/54/2780-1,1,,,,,,,
a_Madhusanka_Liyanage,Q114324071,,,homepages/123/9171,1,,,,,,,
a_Stig_Venaas,Q114355601,,,homepages/49/498,1,,,,,,,
a_Toluwase_Victor_Asubiaro,Q114418534,,,homepages/243/7473,1,,,,,,,
a_Debashish_Purkayastha,Q114437479,,,homepages/24/10038,1,,,,,,,
a_Christos_V__Verikoukis,Q114455783,,,homepages/18/466,1,,,,,,,
a_Aji_Prasetya_Wibawa,Q114497408,,,homepages/245/0530,1,,,,,,,
a_Lloyd_Rutledge,Q114568803,,,homepages/r/LRutledge,1,,,,,,,
a_Andr_eacute__Luc_Beylot,Q114591453,,,homepages/73/1919,1,,,,,,,
a_Florent_Perronnin,Q114603552,,,homepages/51/1537,1,,,,,,,
a_Kjell_Orsborn,Q114615377,,,homepages/o/KjellOrsborn,1,,,,,,,
a_Laura_Leal_Taix_eacute_,Q114631290,,,homepages/47/8483,1,,,,,,,
a_Haris_M__Khalid,Q114796826,,,homepages/75/7320,1,,,,,,,
a_Sibylle_Dieckerhoff,Q114839036,,,homepages/213/1997,1,,,,,,,
a_G_ouml_sta_H__Granlund,Q114877783,,,homepages/65/2029,1,,,,,,,
a_Shaun_C__D_Souza,Q114909226,,,homepages/227/3028,1,,,,,,,
a_Harald_Weinreich,Q114957974,,,homepages/96/6608,1,,,,,,,
a_David_Lie,Q114967828,,,homepages/l/DavidLie,1,,,,,,,
a_Alexander_Novikov_0001,Q115034758,,,homepages/282/6085-1,1,,,,,,,
a_Jairo_Francisco_de_Souza,Q115055613,,,homepages/99/6877,1,,,,,,,
a_Francesco_Quaglia,Q115283333,,,homepages/q/FrancescoQuaglia,1,,,,,,,
a_Andrea_Cal_igrave_,Q115283552,,,homepages/c/AndreaCali,1,,,,,,,
a_Kiev_Gama,Q115329012,,,homepages/46/3866,1,,,,,,,
a_Thomas_H__Kolbe,Q115454608,Q50624209,Q50624209,homepages/k/ThomasHKolbe,1,,,,,,,
a_Eli_Segev,Q115562426,,,homepages/98/2734,1,,,,,,,
a_Sophie_Donnet,Q115597544,,,homepages/10/5441,1,,,,,,,
a_Ian_Welch,Q115598764,,,homepages/w/IanWelch,1,,,,,,,
a_Sila_Ekmekci_Flierl,Q115618305,,,homepages/f/SilaEkmekciFlierl,1,,,,,,,
a_Stefanka_Chukova,Q115650495,,,homepages/62/4593,1,,,,,,,
a_Hanh_Phuc_Le,Q115768135,,,homepages/64/10274,1,,,,,,,
a_Martin_Ehrendorfer,Q115861484,,,homepages/72/11291,1,,,,,,,
a_Toshiki_Saitoh,Q115940135,,,homepages/04/6930,1,,,,,,,
a_Vardaan_Pahuja,Q115943213,,,homepages/188/3398,1,,,,,,,
a_Youjian_Liu,Q115973831,,,homepages/48/1212,1,,,,,,,
a_Heung_Ryoul_Noh,Q115978118,,,homepages/178/4212,1,,,,,,,
a_Danna_Gurari,Q116003310,,,homepages/118/9699,1,,,,,,,
a_Yoshinori_Kuno,Q116045046,,,homepages/06/1361,1,,,,,,,
a_Michael_Nebeling,Q116163787,,,homepages/62/6006,1,,,,,,,
a_Stephanie_D__Teasley,Q116163811,,,homepages/17/7196,1,,,,,,,
a_Martin_Peter_Bauer,Q116183479,,,homepages/60/11171,1,,,,,,,
a_D__Harry_Richman,Q116550176,,,homepages/190/7544,1,,,,,,,
a_Sangdoo_Yun,Q116765902,,,homepages/124/3009,1,,,,,,,
a_Kevin_Angele,Q116949744,,,homepages/243/3195,1,,,,,,,
a_Emanuel_Kieronski,Q116958133,,,homepages/68/3082,1,,,,,,,
a_Elliot_Meyerson,Q116976576,,,homepages/149/2699,1,,,,,,,
a_Bahar_Sateli,Q116989785,,,homepages/97/9686,1,,,,,,,
a_R_eacute_mi_Munos,Q117285853,,,homepages/69/6815,1,,,,,,,
a_Mark_Gahegan,Q117304909,,,homepages/g/MarkGahegan,1,,,,,,,
a_Talal_Halabi,Q117456748,,,homepages/196/3827,1,,,,,,,
a_Chandrika_Kamath,Q117474794,,,homepages/62/3419,1,,,,,,,
a_Hans_Jochen_Scholl,Q62491,,,homepages/s/HansJochenScholl,1,,,,,,,
a_Robert_Seiringer,Q88155,,,homepages/35/8860,1,,,,,,,
a_Willi_J_auml_ger,Q92288,,,homepages/08/6985,1,,,,,,,
a_Bernhard_Nebel,Q92716,Q62051128,,homepages/n/BernhardNebel,1,,,,,,,
a_J__Kuntzmann,Q93077,,,homepages/51/4225,1,,,,,,,
a_Karl_Menger,Q93690,,,homepages/149/8628,1,,,,,,,
a_Martina_L_ouml_w,Q98383,,,homepages/231/9954,1,,,,,,,
a_Heiko_Maas,Q108447,,,homepages/169/1306,1,,,,,,,
a_Siegfried_Selberherr,Q112212,Q57467853,,homepages/00/6076,1,,,,,,,
a_Walter_H__Munk,Q113081,,,homepages/116/5942,1,,,,,,,
a_Godfrey_H__Hardy,Q184337,,,homepages/62/9499,1,,,,,,,
a_Andrew_Wiles,Q184433,,,homepages/169/6011,1,,,,,,,
a_Eric_S__Raymond,Q188954,,,homepages/96/1789,1,,,,,,,
a_Leopoldo_P__Franca,Q195741,,,homepages/24/2127,1,,,,,,,
a_Grigorii_Margulis,Q325705,,,homepages/07/6908,1,,,,,,,
a_John_Phillips,Q448563,,,homepages/23/3441,1,,,,,,,
a_David_B__A__Epstein,Q451621,Q89479264,Q89479264,homepages/02/1617,1,,,,,,,
a_Andreas_W__M__Dress,Q496874,,,homepages/70/4796,1,,,,,,,
a_Bart_Preneel,Q530074,Q60661309,,homepages/p/BartPreneel,1,,,,,,,
a_Marcus_du_Sautoy,Q536457,,,homepages/196/6585,1,,,,,,,
a_Ariel_Rubinstein,Q659305,,,homepages/29/5096,1,,,,,,,
a_Percy_Deift,Q669020,,,homepages/44/591,1,,,,,,,
a_John_Coates,Q671993,,,homepages/58/5790,1,,,,,,,
a_Ivar_Ekeland,Q679779,,,homepages/58/3252,1,,,,,,,
a_John_Kelsey,Q719930,,,homepages/08/1967,1,,,,,,,
a_David_A__Dickey,Q738181,,,homepages/163/1124,1,,,,,,,
a_Gerald_Tenenbaum,Q747284,,,homepages/19/2243,1,,,,,,,
a_Ross_D__King,Q775551,Q7369266,Q7369266,homepages/k/RossDKing,1,,,,,,,
a_M_aacute_rton_E__Bal_aacute_zs,Q789882,,,homepages/28/5011,1,,,,,,,
a_Stafford_Beer,Q796226,,,homepages/60/2402,1,,,,,,,
a_Shreeram_S__Abhyankar,Q899635,,,homepages/68/3116,1,,,,,,,
a_Taher_El_Gamal,Q910915,,,homepages/71/4376,1,,,,,,,
a_D__R__Heath_Brown,Q951263,,,homepages/33/8211,1,,,,,,,
a_John_C__Baez,Q983385,Q57155257,,homepages/b/JohnCBaez,1,,,,,,,
a_L_aacute_szl_oacute__Keviczky,Q1108009,,,homepages/03/10561,1,,,,,,,
a_David_Zilberman,Q1177315,,,homepages/149/6381,1,,,,,,,
a_Haim_Brezis,Q1265142,,,homepages/151/6511,1,,,,,,,
a_Winfried_Kohnen,Q1273516,,,homepages/62/5652,1,,,,,,,
a_Franziska_Heine,Q1337982,,,homepages/256/8808,1,,,,,,,
a_Erwin_Stein,Q1339080,,,homepages/76/1437,1,,,,,,,
a_Alexander_Maedche,Q1352857,Q57412486,,homepages/34/590,1,,,,,,,
a_Phillip_A__Griffiths,Q1385013,,,homepages/158/2200,1,,,,,,,
a_Thomas_C__Hales,Q1398901,,,homepages/86/3532,1,,,,,,,
a_Peter_Buser,Q1464582,,,homepages/85/8629,1,,,,,,,
a_Gary_J__Sullivan,Q1494957,Q80202470,,homepages/77/3125,1,,,,,,,
a_Gerard_van_der_Geer,Q1510220,,,homepages/79/900,1,,,,,,,
a_Tetsuji_Miwa,Q1520067,,,homepages/51/112,1,,,,,,,
a_Gian_Carlo_Rota,Q1522271,,,homepages/66/6288,1,,,,,,,
a_John_Bryce_McLeod,Q1523405,,,homepages/34/2023,1,,,,,,,
a_G_eacute_rard_Ben_Arous,Q1558946,,,homepages/21/11427,1,,,,,,,
a_Hans_Peter_Bull,Q1581656,,,homepages/28/6900,1,,,,,,,
a_Hermann_Karcher,Q1611730,,,homepages/129/9374,1,,,,,,,
a_Lutz_Pl_uuml_mer,Q1630207,,,homepages/39/6274,1,,,,,,,
a_Howard_D__White,Q1631763,Q57490020,,homepages/w/HowardDWhite,1,,,,,,,
a_Jean_Mawhin,Q1685693,,,homepages/68/7206,1,,,,,,,
a_Jerry_Hausman,Q1687835,,,homepages/29/9816,1,,,,,,,
a_Mark_Davis_0001,Q1900076,,,homepages/71/2477,1,,,,,,,
a_Matilde_Marcolli,Q1908842,,,homepages/89/7478,1,,,,,,,
a_Oliver_G_uuml_nther,Q2020245,Q57415065,,homepages/g/OliverGunther,1,,,,,,,
a_Peter_Schaar,Q2078019,,,homepages/97/2776,1,,,,,,,
a_Ricardo_P_eacute_rez_Marco,Q2148714,,,homepages/175/1586,1,,,,,,,
a_Joop_J__Hox,Q2237419,,,homepages/64/2777,1,,,,,,,
a_John_R__Koza,Q2249447,,,homepages/01/2656,1,,,,,,,
a_Stefano_Bianchini,Q2338360,,,homepages/122/6329,1,,,,,,,
a_Yves_Balasko,Q2391661,,,homepages/98/11121,1,,,,,,,
a_Thomas_M__Liggett,Q2425961,,,homepages/40/5236,1,,,,,,,
a_Tomasz_Luczak_0001,Q2440536,Q80959881,,homepages/35/5622,1,,,,,,,
a_William_B__Johnson_0001,Q2577912,,,homepages/94/4907-1,1,,,,,,,
a_Ulf_Grenander,Q3566428,,,homepages/g/UlfGrenander,1,,,,,,,
a_G_aacute_bor_J__Sz_eacute_kely,Q3740791,,,homepages/84/7356,1,,,,,,,
a_Marco_Abate,Q3845859,Q85657657,,homepages/140/8078,1,,,,,,,
a_Salvatore_Rampone,Q3946200,,,homepages/56/702,1,,,,,,,
a_Vittorio_Gallese,Q4015384,,,homepages/41/1221,1,,,,,,,
a_Yuriy_Petunin,Q4361799,,,homepages/07/4146,1,,,,,,,
a_Andrei_D__Polyanin,Q4371474,,,homepages/85/7417,1,,,,,,,
a_Dennis_DeTurck,Q4411209,,,homepages/129/7437,1,,,,,,,
a_Blagovest_Sendov,Q4416121,,,homepages/65/2492,1,,,,,,,
a_Vitalii_Semin,Q4448725,,,homepages/143/9749,1,,,,,,,
a_A__V__Balakrishnan,Q4647428,,,homepages/25/2777,1,,,,,,,
a_Adrian_David_Cheok,Q4684966,Q56564979,,homepages/c/AdrianDavidCheok,1,,,,,,,
a_Albert_Vezza,Q4711383,,,homepages/199/6305,1,,,,,,,
a_Albrecht_Schmidt_0001,Q4712666,Q56878510,,homepages/s/AlbrechtSchmidt1,1,,,,,,,
a_Alexei_Borodin,Q4721259,,,homepages/17/5025,1,,,,,,,
a_Alfred_Gray,Q4722754,,,homepages/14/9419,1,,,,,,,
a_Anthony_N__Michel,Q4773166,,,homepages/36/2326,1,,,,,,,
a_Shlomo_Shamai,Q4798587,Q103833763,,homepages/s/ShlomoShamai,1,,,,,,,
a_Boris_Vainberg,Q4945369,,,homepages/20/8103,1,,,,,,,
a_Charalambos_D__Aliprantis,Q5073888,,,homepages/79/11312,1,,,,,,,
a_Guanrong_Chen,Q5090766,Q48284520,,homepages/30/545,1,,,,,,,
a_Chi_Tat_Chong,Q5104592,,,homepages/29/1614,1,,,,,,,
a_Clement_A__Adebamowo,Q5131282,,,homepages/285/0306,1,,,,,,,
a_Cliff_B__Jones,Q5132649,Q60574626,,homepages/j/CliffBJones,1,,,,,,,
a_Cliff_A__Joslyn,Q5132653,Q96604859,Q96604859,homepages/53/5019,1,,,,,,,
a_Cristina_Bicchieri,Q5186330,,,homepages/18/6807,1,,,,,,,
a_Daniel_A__Reed,Q5216339,,,homepages/87/2101,1,,,,,,,
a_Daniel_Miller_0002,Q5218154,,,homepages/01/2663-2,1,,,,,,,
a_David_Parsons_0001,Q5230408,Q57442992,Q57442992,homepages/78/5839-1,1,,,,,,,
a_David_A__Wiley,Q5230549,Q104101797,Q104101797,homepages/35/8819,1,,,,,,,
a_David_M__Ceperley,Q5232264,Q74510587,,homepages/01/4151,1,,,,,,,
a_David_E__Keyes,Q5233222,Q58426296,,homepages/27/854,1,,,,,,,
a_David_G__Rand,Q5233944,Q59683246,,homepages/57/8036,1,,,,,,,
a_David_R__Hanson,Q5234710,,,homepages/h/DavidRHanson,1,,,,,,,
a_Donald_Newman,Q5294582,,,homepages/126/9356,1,,,,,,,
a_Edward_C__Waymire,Q5342178,,,homepages/22/5038,1,,,,,,,
a_Eli_Upfal,Q5360336,Q57609595,,homepages/u/EliUpfal,1,,,,,,,
a_Gr_eacute_tar_Tryggvason,Q5607677,,,homepages/71/3760,1,,,,,,,
a_Alberto_Prieto,Q5663448,,,homepages/18/4462,1,,,,,,,
a_Helen_S__Mayberg,Q5703098,,,homepages/152/7035,1,,,,,,,
a_Howell_Tong,Q5921790,,,homepages/03/10290,1,,,,,,,
a_Daren_Huang,Q5925505,,,homepages/38/2912,1,,,,,,,
a_Jacek_M__Zurada,Q6110605,Q88171113,,homepages/83/5255,1,,,,,,,
a_James_K__Baker,Q6137041,,,homepages/72/8056,1,,,,,,,
a_James_R__Norris,Q6141696,,,homepages/30/401,1,,,,,,,
a_James_Coplien,Q6194340,,,homepages/c/JCoplien,1,,,,,,,
a_Juan_Pav_oacute_n,Q6300747,Q59213393,,homepages/56/876,1,,,,,,,
a_Roger_K__Summit,Q6422794,,,homepages/199/7438,1,,,,,,,
a_Laurence_D__Hurst,Q6500657,,,homepages/94/5608,1,,,,,,,
a_Mahadev_Satyanarayanan,Q6713145,Q56251677,,homepages/s/MahadevSatyanarayanan,1,,,,,,,
a_Markus_R__Owen,Q6771490,,,homepages/34/1806,1,,,,,,,
a_Martin_Vetterli,Q6776811,Q51300638,,homepages/v/MVetterli,1,,,,,,,
a_David_Mendlovic,Q6786439,,,homepages/78/2837,1,,,,,,,
a_Michael_S__Jacobson,Q6834248,,,homepages/20/5278,1,,,,,,,
a_Mohammad_S__Obaidat,Q6892365,Q60707639,,homepages/91/2882,1,,,,,,,
a_Peter_H_auml_nggi,Q7174815,,,homepages/65/3103,1,,,,,,,
a_F__Randall_Farmer,Q7292186,,,homepages/50/5135,1,,,,,,,
a_Roderick_V__N__Melnik,Q7356656,Q82815308,Q82815308,homepages/163/0896,1,,,,,,,
a_Seth_Hutchinson_0001,Q7456418,Q57910886,,homepages/h/SethHutchinson,1,,,,,,,
a_S__S__Shrikhande,Q7489374,,,homepages/90/4656,1,,,,,,,
a_Uzzi_Ornan,Q7905286,,,homepages/49/4394,1,,,,,,,
a_Vasant_Dhar,Q7916324,,,homepages/12/4193,1,,,,,,,
a_Visakan_Kadirkamanathan,Q7935571,Q46149744,,homepages/27/1039,1,,,,,,,
a_Werner_J__A__Dahm,Q7983418,,,homepages/131/7537,1,,,,,,,
a_William_A__Martin,Q8003999,,,homepages/20/5148,1,,,,,,,
a_Anna_Patterson,Q9127588,,,homepages/02/6497,1,,,,,,,
a_Chris_Langton,Q9187279,,,homepages/86/1310,1,,,,,,,
a_Takashi_Kamihigashi,Q11359368,,,homepages/44/11289,1,,,,,,,
a_Hitoshi_Ishii,Q11584859,,,homepages/60/9701,1,,,,,,,
a_Yutaka_Arakawa,Q11618623,Q90944887,,homepages/02/6139,1,,,,,,,
a_J_oacute_zef_Dudek,Q11730118,,,homepages/05/1243,1,,,,,,,
a_Eugene_Holman,Q11859012,,,homepages/128/9850,1,,,,,,,
a_Frode_Eika_Sandnes,Q11970342,Q80115837,,homepages/s/FrodeEikaSandnes,1,,,,,,,
a_Gaute_T__Einevoll,Q11971645,Q41044604,,homepages/70/3700,1,,,,,,,
a_Anatoliy_A__Martynyuk,Q12121545,,,homepages/127/1404,1,,,,,,,
a_Juozas_Augutis,Q12658435,,,homepages/79/8705,1,,,,,,,
a_Radu_Miron_0002,Q12739004,,,homepages/44/8118-2,1,,,,,,,
a_Bogoljub_Stankovic,Q12749096,,,homepages/166/6883,1,,,,,,,
a_Predrag_Janicic,Q12757770,Q58403048,,homepages/90/5732,1,,,,,,,
a_Gopinath_Kallianpur,Q13534569,,,homepages/02/3821,1,,,,,,,
a_Nicos_Christofides,Q13988699,,,homepages/93/5885,1,,,,,,,
a_Franz_Erich_Wolter,Q15296200,Q82924597,,homepages/w/FranzErichWolter,1,,,,,,,
a_Dieter_R_ouml_dding,Q15428471,,,homepages/71/5328,1,,,,,,,
a_Steven_B__Damelin,Q15429253,,,homepages/d/StevenBDamelin,1,,,,,,,
a_Carlos_Simpson,Q15433442,,,homepages/62/4397,1,,,,,,,
a_George_G__Lorentz,Q15438814,,,homepages/45/3195,1,,,,,,,
a_Marinus_A__Kaashoek,Q15727795,,,homepages/128/7620,1,,,,,,,
a_Pierre_de_la_Harpe,Q15840519,,,homepages/30/6697,1,,,,,,,
a_Damon_Mayaffre,Q15968368,,,homepages/222/9493,1,,,,,,,
a_Ludovic_Court_egrave_s,Q15981411,,,homepages/63/2073,1,,,,,,,
a_Roger_W__Schvaneveldt,Q16105772,Q73735930,Q73735930,homepages/04/5906,1,,,,,,,
a_Vyacheslav_Kalashnikov,Q16186736,,,homepages/96/4166,1,,,,,,,
a_Yung_Bok_Kim,Q16187153,,,homepages/98/6031,1,,,,,,,
a_Paul_Jones_0002,Q16196085,Q58919202,Q58919202,homepages/57/7009-2,1,,,,,,,
a_Alec_Muffett,Q16200512,,,homepages/46/309,1,,,,,,,
a_Yu__B__Germeier,Q16514915,,,homepages/74/1328,1,,,,,,,
a_Alexander_Repenning,Q16735133,Q62050791,,homepages/97/1755,1,,,,,,,
a_Jia_Xi_Lu,Q17163749,,,homepages/74/3032,1,,,,,,,
a_Ronald_L__Breiger,Q17385678,Q59564904,,homepages/12/5269,1,,,,,,,
a_Jaak_Vilo,Q17447245,Q38362038,,homepages/46/5060,1,,,,,,,
a_Katrina_Ligett,Q17517158,Q59668678,,homepages/76/3876,1,,,,,,,
a_Joel_A__Tropp,Q18012459,Q59669882,,homepages/t/JoelATropp,1,,,,,,,
a_Mark_J__van_der_Laan,Q18012460,,,homepages/36/5857,1,,,,,,,
a_Leah_Goldin,Q18120292,,,homepages/57/5616,1,,,,,,,
a_Alex_Mogilner,Q18350998,Q88493248,,homepages/155/2862,1,,,,,,,
a_Frank_Dignum,Q18392066,Q98660202,,homepages/d/FrankDignum,1,,,,,,,
a_B__L__Deekshatulu,Q18421903,,,homepages/125/9730,1,,,,,,,
a_Richard_Zach,Q18574964,,,homepages/15/6648,1,,,,,,,
a_Panos_Kalnis,Q18720078,Q43370855,,homepages/97/3036,1,,,,,,,
a_Bashir_M__Al_Hashimi,Q18921404,,,homepages/48/5139,1,,,,,,,
a_Peter_Brusilovsky,Q19609800,Q60324772,,homepages/b/PBrusilovsky,1,,,,,,,
a_Klaus_Altmann,Q19843446,,,homepages/06/8049,1,,,,,,,
a_Boris_Z__Shapiro,Q19876444,Q56872259,Q56872259,homepages/41/8081,1,,,,,,,
a_Gregoire_P__Millet,Q19958424,Q40542418,,homepages/133/4163,1,,,,,,,
a_Horst_Herrlich,Q20180377,,,homepages/82/1474,1,,,,,,,
a_Karen_A__Duncan,Q20630985,,,homepages/36/6940,1,,,,,,,
a_Jeffrey_J__Rothschild,Q20657725,,,homepages/22/8165,1,,,,,,,
a_Arthur_G__Shapiro,Q20685507,,,homepages/85/7916,1,,,,,,,
a_Randy_Bush,Q20740683,,,homepages/81/5952,1,,,,,,,
a_Linda_A__Macaulay,Q20876915,,,homepages/42/3252,1,,,,,,,
a_Ken_ichi_Kawarabayashi,Q20982981,Q92362061,,homepages/45/6846,1,,,,,,,
a_William_Y__C__Chen,Q20984103,,,homepages/64/6550,1,,,,,,,
a_Nathalie_Cabrol,Q21005247,,,homepages/90/4007,1,,,,,,,
a_Christian_Heath,Q21062582,Q59151331,,homepages/29/6898,1,,,,,,,
a_Eleftheria_Zeggini,Q21258788,,,homepages/88/8250,1,,,,,,,
a_Monika_Sester,Q21264434,Q59601077,,homepages/s/MonikaSester,1,,,,,,,
a_Panayiota_Poirazi,Q21264486,Q37370613,,homepages/88/4427,1,,,,,,,
a_John_M__Danskin_0001,Q21717781,,,homepages/12/4343-1,1,,,,,,,
a_Lior_Pachter,Q21823349,Q59671036,,homepages/52/2663,1,,,,,,,
a_Elmar_Tischhauser,Q22053964,,,homepages/28/8639,1,,,,,,,
a_Arjan_van_der_Schaft,Q22280351,Q103832394,Q103832394,homepages/20/5842,1,,,,,,,
a_Norman_E__Fenton,Q22959109,Q59707490,,homepages/25/266,1,,,,,,,
a_Alex_M__McKenzie,Q23001644,,,homepages/07/7756,1,,,,,,,
a_Menno_Jan_Kraak,Q23015026,Q92507116,,homepages/56/3402,1,,,,,,,
a_Jean_Jacques_Risler,Q23071942,,,homepages/29/5745,1,,,,,,,
a_Morten_H__Christiansen,Q23091466,Q85991814,,homepages/19/2249,1,,,,,,,
a_Roger_Guimer_agrave_,Q23501625,,,homepages/69/3221,1,,,,,,,
a_Vladimir_Hahanov,Q24025740,,,homepages/03/901,1,,,,,,,
a_Wojciech_Kacalak,Q24427388,Q96188465,,homepages/04/279,1,,,,,,,
a_Andrei_Gabrielov,Q24637435,,,homepages/34/3943,1,,,,,,,
a_Olivier_Gu_eacute_ant,Q24950692,,,homepages/01/9828,1,,,,,,,
a_David_C__Walden,Q24950961,,,homepages/59/2860,1,,,,,,,
a_Katharina_Anna_Zweig,Q25354294,Q58020578,,homepages/l/KatharinaAnnaLehmann,1,,,,,,,
a_Asoke_K__Nandi,Q25803378,Q89104003,Q89104003,homepages/49/2033,1,,,,,,,
a_Sara_Zahedi,Q25929280,,,homepages/38/9741,1,,,,,,,
a_Bartek_Klin,Q26461854,,,homepages/k/BartekKlin,1,,,,,,,
a_Krzysztof_R__Apt,Q26693942,,,homepages/a/KRApt,1,,,,,,,
a_Marcin_Pilipczuk,Q26694022,Q59566621,,homepages/09/4636,1,,,,,,,
a_Luay_Nakhleh,Q26704600,Q89024247,,homepages/18/7026,1,,,,,,,
a_Mingliang_Pei,Q26882439,,,homepages/209/9268,1,,,,,,,
a_Greville_Corbett,Q27916087,Q73681602,,homepages/02/8163,1,,,,,,,
a_Hans_Otto_Georgii,Q27941596,,,homepages/38/5812,1,,,,,,,
a_Ben_Elias,Q27960353,,,homepages/75/8030,1,,,,,,,
a_Charles_Bouillaguet,Q27996473,,,homepages/97/3320,1,,,,,,,
a_Ami_Radunskaya,Q28002396,,,homepages/143/3839,1,,,,,,,
a_Moncef_Gabbouj,Q28028747,Q56528447,,homepages/08/6597,1,,,,,,,
a_Wilfried_Imrich,Q28033841,Q57464142,,homepages/90/4674,1,,,,,,,
a_Maciej_Dolega,Q28057803,,,homepages/40/11097,1,,,,,,,
a_Cars_H__Hommes,Q28099797,Q74099865,,homepages/98/2887,1,,,,,,,
a_Ulrike_Hahn,Q28154860,,,homepages/76/4959,1,,,,,,,
a_Felicity_Goodyear_Smith,Q28333757,Q56951729,,homepages/29/7309,1,,,,,,,
a_Walter_Craig,Q28785208,,,homepages/16/61,1,,,,,,,
a_Graeme_W__Milton,Q28823381,,,homepages/51/6984,1,,,,,,,
a_William_H__Warren,Q28839593,,,homepages/15/4170,1,,,,,,,
a_Uri_Shaked,Q28922026,,,homepages/50/6172,1,,,,,,,
a_Graydon_Hoare,Q28937563,,,homepages/95/7062,1,,,,,,,
a_Olabisi_O__Ugbebor,Q28976474,,,homepages/170/4483,1,,,,,,,
a_Shengwei_Mei,Q29257954,Q59674450,,homepages/05/5391,1,,,,,,,
