Fuente,Count
http://sbbd2016.fpc.ufba.br,36
http://www.univ-paris12.fr,36
http://www.uvka.de,36
http://repositorio.ufpe.br,36
http://www.upress.uni-kassel.de,36
http://etheses.lse.ac.uk,36
http://projecteuclid.org,35
https://www.ram-verlag.eu,35
http://www.semanticweb.org,35
http://ismir2000.ismir.net,35
http://www.sistedes.es,35
http://www.isi.edu,35
http://www.edbt2000.uni-konstanz.de,35
http://opus.bibliothek.uni-wuerzburg.de,35
https://pub.uni-bielefeld.de,35
https://kops.uni-konstanz.de,34
http://eldorado.uni-dortmund.de:8080,34
http://dyna.unalmed.edu.co,33
http://www.e-informatyka.pl,33
http://netfiles.uiuc.edu,33
http://www.zpid.de,33
http://www.inf.uni-konstanz.de,33
https://vigilworkshop.github.io,33
https://repositorio.ufscar.br,33
http://www.firstmonday.org,32
https://www.ijimai.org,32
http://www.indiana.edu,32
http://www.ctit.utwente.nl,32
http://www.raid-symposium.org,32
http://eprints.mdx.ac.uk,32
http://www.ijimai.org,31
http://compscinet.dcs.kcl.ac.uk,31
http://madoc.bib.uni-mannheim.de,31
http://www.lib.unb.ca,31
http://dl.kr.org,31
http://www.cs.nmsu.edu,31
http://cs.ioc.ee,31
http://opus.bath.ac.uk,31
http://www.iacss.org,30
http://jtaer.com,30
http://library.queensu.ca,30
http://www.ifac-papersonline.net,30
http://gemo.futurs.inria.fr,30
http://weis2006.econinfosec.org,30
http://gscl2015.inf.uni-due.de,30
http://macau.uni-kiel.de,30
http://www-brs.ub.ruhr-uni-bochum.de,30
http://kclpure.kcl.ac.uk,30
http://www.webology.ir,29
http://www.extenza-eps.com,29
https://mitpress.mit.edu,29
http://mariachi.dsic.upv.es,29
http://www.tark.org,29
http://rochi.utcluj.ro,29
http://www.i-u.de,29
http://tede.ufam.edu.br,29
http://kola.opus.hbz-nrw.de,29
http://jodi.ecs.soton.ac.uk,28
http://ukcatalogue.oup.com,28
http://archiv.ub.uni-bielefeld.de,28
http://mlg07.dsi.unifi.it,28
http://www.csdl.tamu.edu,28
http://opus.tu-bs.de,28
http://log-in.fachdid.fu-berlin.de,27
https://jdmdh.episciences.org,27
http://www.scitepress.org,27
http://airweb.cse.lehigh.edu,27
http://www.scangis.org,27
https://tede2.pucsp.br,27
http://www.lncc.br,27
https://docserv.uni-duesseldorf.de,27
http://nrl.northumbria.ac.uk,27
http://207.210.83.249,26
http://cibse.inf.puc-rio.br,26
http://weis2008.econinfosec.org,26
http://www.info-ab.uclm.es,26
http://ic2009.inria.fr,26
http://www.simpleweb.org,26
http://www.doc.ic.ac.uk,26
http://lia.deis.unibo.it,26
http://www.siam.org,26
http://dev.hil.unb.ca,26
http://isaim2020.cs.ou.edu,26
http://www.coldewey.com,26
http://repositorio.ufrn.br,26
http://ksiresearch.org,25
http://www.kr.tuwien.ac.at,25
https://www.oeaw.ac.at,25
http://www.cie.ict.csiro.au,25
http://hss-opus.ub.ruhr-uni-bochum.de,25
http://oro.open.ac.uk,25
http://ts.revuesonline.com,24
http://ipsapp007.kluweronline.com,24
http://www.cmu.edu,24
http://miless.uni-essen.de,24
http://ubm.opus.hbz-nrw.de,24
http://www.aisb.org.uk,24
http://weis2010.econinfosec.org,24
http://www.is.informatik.uni-kiel.de,24
http://wwwdb.informatik.uni-rostock.de,24
http://www.dbs.cs.uni-duesseldorf.de,24
http://www.ieee-student-conference.de,24
http://www.informatica-didactica.de,23
http://muse.jhu.edu,23
http://c3.ndc.nasa.gov,23
https://www.programmazionelogica.it,23
http://www.di.uevora.pt,23
http://www.econinfosec.org,23
http://gauss.ececs.uc.edu,23
http://www-uilots.let.uu.nl,23
http://www.teses.ufc.br,23
http://doku.b.tu-harburg.de,23
https://duepublico2.uni-due.de,23
http://archiv.tu-chemnitz.de,23
https://www.crcpress.com,22
https://ledgerjournal.org,22
https://jitm.ubalt.edu,22
http://www.eminds.uniovi.es,22
http://shop.oreilly.com,22
http://epub.uni-regensburg.de,22
http://www.research.att.com,22
http://weis2007.econinfosec.org,22
http://woa07.disi.unige.it,22
http://se.uwaterloo.ca,22
http://www.eng.uci.edu,22
http://repositorio.ipen.br:8080,22
http://www.sbbd-sbes2005.ufu.br,21
http://weis09.infosecon.net,21
http://www.dcs.elf.stuba.sk,21
http://ubt.opus.hbz-nrw.de,21
http://dspace.sti.ufcg.edu.br:8080,21
https://opus.bibliothek.uni-augsburg.de,21
https://www.repo.uni-hannover.de,21
http://edoc.bibliothek.uni-halle.de,21
https://kclpure.kcl.ac.uk,21
https://journals.riverpublishers.com,20
https://www.degruyter.com,20
https://global.oup.com,20
http://rtns2011.irccyn.ec-nantes.fr,20
http://www.dei.unipd.it,20
http://weis2011.econinfosec.org,20
http://www.nlh.no,20
http://www.locus.ufv.br,20
https://www.arca.fiocruz.br,20
http://www.zhb.uni-luebeck.de,20
http://www.jacobs-university.de,20
http://www.epubli.de,20
https://dspace.ub.uni-siegen.de,20
https://epub.uni-bayreuth.de,20
http://geb.uni-giessen.de,20
http://repository.essex.ac.uk,20
https://www.techscience.com,19
https://journals.carleton.ca,19
http://www.cordis.lu,19
http://www.cs.cornell.edu,19
http://c3.nasa.gov,19
http://weis2012.econinfosec.org,19
http://asso-aria.org,19
http://comad2005.persistent.co.in,19
http://www.uni-giessen.de,19
http://www.sztaki.hu,19
http://www.repositorio.ufba.br,19
http://e-diss.uni-kiel.de,19
http://www.gbv.de,18
http://www.bdtd.uerj.br,18
http://elpub.bib.uni-wuppertal.de,18
https://kola.opus.hbz-nrw.de,18
http://www.ub.uni-duisburg.de,18
http://journals.sagepub.com,17
http://www.research.ibm.com,17
https://onlinelibrary.wiley.com,17
http://www.btw2001.de,17
